title,detail,baseInfoKeyList,baseInfoValueList
 字符串相似性度量,"""編輯距離是針對二個字符串（例如英文字）的差異程度的量化量測，量測方式是看至少需要多少次的處理才能將一個字符串變成另一個字符串。編輯距離可以用在自然语言处理中，例如拼寫檢查可以根據一個拼錯的字和其他正確的字的編輯距離，判斷哪一個（或哪幾個）是比較可能的字。DNA也可以視為用A、C、G和T組成的字符串，因此編輯距離也用在生物信息学中，判斷二個DNA的類似程度。Unix下的diff及patch即是利用编辑距离来进行文本编辑对比的例子。編輯距離有幾種不同的定義，差異在可以對字符串進行的處理。在萊文斯坦距離中，可以刪除、加入、取代字符串中的任何一個字元，也是較常用的編輯距離定義，常常提到編輯距離時，指的就是萊文斯坦距離。也存在其他編輯距離的定義方式，例如Damerau-Levenshtein距离是一种莱文斯坦距离的变种，但允许以单一操作交换相邻的两个字符（称为字符转置），如AB→BA的距离是1（交换）而非2（先删除再插入、或者两次替换）。LCS（最长公共子序列）距離只允許刪除、加入字元。Jaro距离只允许字符转置。汉明距离只允許取代字元。""",中文:, 字符串相似性度量
 数据压缩,"""在计算机科学和信息论中，数据压缩或者源编码是按照特定的编码机制用比未经编码少的数据位元（或者其它信息相关的单位）表示信息的过程。例如，如果我们将「compression」编码为「comp」那么这篇文章可以用较少的数据位表示。常見的例子是ZIP文件格式，此格式不仅仅提供压缩功能，还可作为归档工具（Archiver），能够将许多文件存储到同一个文件中。""",中文:, 数据压缩
 检测论,"""信号检测理论（signaldetectiontheory，SDT），为心理学、数学、信息科学中是针对反应偏差问题的一种系统研究方法。1966年，由心理学家大衛·馬芬·葛琳（DavidMarvinGreen）和约翰·斯威特JohnA.Swets发表。信号检测论并不完全严格的关注机体感觉过程，而是着重于强调刺激事件出现与否的决策判断过程。""",中文:, 检测论
 算法信息论,"""算法信息论（Algorithmicinformationtheory）是使用理论计算机科学的工具，研究复杂性概念的学科领域。它是信息理論的一環，关注計算與信息之間的關係。按照GregoryChaitin的说法，它是“把香农的信息论和图灵的可计算论放在调酒杯使劲摇晃的结果。”""",中文:, 算法信息论
 编码理论,"""编码理论（英语：Codingtheory）是研究编码的性质以及它们在具体应用中的性能的理论。编码用于数据压缩、加密、纠错，最近也用于网络编码中。不同学科（如信息论、電機工程學、数学以及计算机科学）都研究编码是为了设计出高效、可靠的数据传输方法。这通常需要去除冗余并校正（或检测）数据传输中的错误。编码共分四类：数据压缩（或信源编码）前向錯誤更正（或信道编码）加密编码线路码数据压缩和前向錯誤更正可以一起考虑。信源编码试图压缩来自信源的数据以使传输更高效。这种做法每天都能在互联网上见到，因为在互联网上使用常见的ZIP格式来降低网络负载，使文件更小。第二种，信道编码，加入额外的数据位以使在传输信道有干扰存在的时候数据传输的鲁棒性更强。普通用户可能不知道许多应用中都使用了信道编码。平常的音乐CD使用里德-所罗门码来纠正划痕和灰尘。在此应用中传输信道就是光盘本身。手机也使用编码技术纠正高频无线电传输的衰落和噪声。数据调制解调器、电话传输、NASA都采用信道编码技术来传输信息，例如涡輪码和低密度码。""",中文:, 编码理论
 网络性能,"""网络监控（Networkmonitoring）是指持续监控计算机网络网络是否存在缓慢或故障组件，并在故障、中断等情况下通知網絡管理員（通过电子邮件、簡訊或其他警示法）的系统。网络监控是网络管理的一部分。""",中文:, 网络性能
 Wiki软件,"""Wiki（/ˈwɪkiː/）是一種在全球資訊網上開放且可供多人協同創作的超文本系統，由沃德·坎宁安於1995年首先开发。沃德·坎宁安将wiki定义为“一种允许一群用户用简单的描述来创建和连接一组网页的社会计算系统”。有些人認為，Wiki系統屬於一種人類知識的網路系統，讓人們可以在web的基礎上對Wiki文本進行瀏覽、創建和更改，而且這種創建、更改及發佈的代價遠比HTML文本小。與此同時，Wiki系統還支持那些面向社群的協作式寫作，為協作式寫作提供了必要的幫助。最後Wiki的寫作者自然構成了一個社群，Wiki系統為這個社群提供了簡單的交流工具。與其它超文本系統相比，Wiki有使用簡便且開放的特點，有助於在一個社群內共享某個領域的知識。""",中文:, Wiki软件
 协作软件,"""群件（Collaborativesoftware或Groupware），又稱為群组软体、協同軟件、协作软件。群件是一个「网络软件」的概念，它定义了由一组（群）人使用的应用程序。它是基于这样一个设想，因为网络连接用户，这些用户应当通过网络互相协作，作为一个整体而提高组的生产率。电子郵件是一个很好的群件例子。它能使用户间相互通信和协调活动。此处，群件是一个许多不同地方定义许多不同事情的术语。MicrosoftOffice不是典型的群組軟件的例子。""",中文:, 协作软件
 版本控制系统,"""版本控制（Revisioncontrol）是维护工程藍圖的标准作法，能追蹤工程藍图從诞生一直到定案的過程。此外，版本控制也是一種軟體工程技巧，藉此能在軟體開發的過程中，確保由不同人所編輯的同一程式檔案都得到同步。""",中文:, 版本控制系统
 自由内容管理系统,"""以下為內容管理系統列表。一般的內容管理系統，大多由以下幾種程式語言寫成：PHP（例如：Midgard架構、PHP-Nuke及其衍生產品）Python（例如：Zope、Plone及NuxeoCPS）Java（例如：ApacheCocoon、NuxeoEP及OpenCMS）ASP及ASP.NET""",中文:, 自由内容管理系统
 开放源码内容管理系统,"""LogicalDOC是一个自由软件，专为公司管理和共享文件而设计的文档管理系统。LogicalDOC是一个具有Lucene全文搜索索引、jBPM工作流程、以及一套自动导入程序的内容储存库，使用Java技术开发。LogicalDOC是一种针对MicrosoftWindows和Unix-like操作系统的文档管理系统。LogicalDOC面向那些需要高度模块化和可扩展性的用户。LogicalDOC提供了一种WebDAV接口，它可以在MicrosoftWindows和Unix-like操作系统上提供兼容性支持。""",中文:, 开放源码内容管理系统
 SQL,"""SQL（/ˈɛskjuːˈɛl/,or/ˈsiːkwəl/;结构化查询语言）是一种特定目的程式语言，用于管理关系数据库管理系统（RDBMS），或在关系流数据管理系统（RDSMS）中进行流处理。SQL基于关系代数和元组关系演算，包括一个数据定义语言和数据操纵语言。SQL的范围包括数据插入、查询、更新和删除，数据库模式创建和修改，以及数据访问控制。尽管SQL经常被描述为，而且很大程度上是一种声明式编程（4GL），但是其也含有过程式编程的元素。SQL是对埃德加·科德的关系模型的第一个商业化语言实现，这一模型在其1970年的一篇具有影响力的论文《一个对于大型共享型数据库的关系模型》中被描述。尽管SQL并非完全按照科德的关系模型设计，但其依然成为最为广泛运用的数据库语言。SQL在1986年成为美国国家标准学会（ANSI）的一项标准，在1987年成为国际标准化组织（ISO）标准。在此之后，这一标准经过了一系列的增订，加入了大量新特性。虽然有这一标准的存在，但大部分的SQL代码在不同的数据库系统中并不具有完全的跨平台性。""",中文:, SQL
 对象关系映射,"""物件關聯對映（英语：ObjectRelationalMapping，簡稱ORM，或O/RM，或O/Rmapping），是一種程式設計技術，用於實現物件導向編程語言裡不同類型系統的資料之間的轉換。從效果上說，它其實是創建了一個可在編程語言裡使用的“虛擬物件資料庫”。如今已有很多免費和付費的ORM產品，而有些程式設計師更傾向於建立自己的ORM工具。物件導向是從軟體工程基本原則（如耦合、聚合、封裝）的基礎上發展起來的，而關聯式資料庫則是從數學理論發展而來的，兩套理論存在顯著的區別。為了解決這個不匹配的現象，物件關聯對映技術應運而生。簡單的說：ORM相當於中繼資料。具體到產品上，例如下邊的ADO.NETEntityFramework。DLINQ中實體類的屬性[Table]就算是一種中繼資料。物件關聯對映成功運用在不同的物件導向持久層產品中，如：Torque，OJB，Hibernate，TopLink，CastorJDO，TJDO，ActiveRecord，NHibernate，ADO.NETEntityFramework等。""",中文:, 对象关系映射
